"chat_text","intent"
"eh, kalau gw udah isi data, itu otomatis masuk ke pdf ygn di-generate bookmark loker ngga sih?","bantuan_fitur_aplikasi"
"mending belajar javascript dulu atau apa ya biar bisa jadi machine learning engineer","tanya_roadmap_karir"
"Tulisin cover letter bt lamar ke Tokopedia dong","out_of_context"
"mau jadi data analyst harus mulai dari mana","tanya_roadmap_karir"
"mau jadi fullstack developer harus mulai dari mana","tanya_roadmap_karir"
"bisa tolong buatin study plan buat ui/ux designer","tanya_roadmap_karir"
"cara masukin react ke portofolio biar dilirik rekruter gimana.","tanya_tips_rekrutmen"
"minta tolong cara skill gap analysis dng","bantuan_fitur_aplikasi"
"Skill aku kurang apa ya buat jadi qa engineer","analisis_skill_gap"
"bocoran pertanyaan interview HRD dng buat data analyst","tanya_tips_rekrutmen"
"Ada loker data scientist hari ini","cari_lowongan"
"gw lagi nyari loker yang kerjanya pake kubernetes nih min","cari_lowongan"
"kayaknya gw ga sanggup deh lamar posisi machine learning engineer, mending belajar dari mana dulu ya.","tanya_roadmap_karir"
"cara masukin docker ke portofolio biar dilirik rekruter gmana?","tanya_tips_rekrutmen"
"tiap kali gw klik menu notifikasi kok muter-muter doang ya layarnya.","bantuan_fitur_aplikasi"
"cek loker devops engineer yang available dong","cari_lowongan"
"Tiap kali gw klik menu skill gap analysis kok muter-muter doang ya layarnya.","bantuan_fitur_aplikasi"
"selamat pagi, terima kasih","salam_sapaan"
"cara install python di windows 11 gimana","out_of_context"
"apa yg harus aku tambahin di cv biar match sama ui/ux designer?","analisis_skill_gap"
"ok.","salam_sapaan"
"perusahaan mana aja yang lagi buka lowongan backend developer?","cari_lowongan"
"tolong cariin loker data analyst dng","cari_lowongan"
"min, boleh minta uang","out_of_context"
"cara baca dashboard job market gmana sih","bantuan_fitur_aplikasi"
"gw udah bisa css, tolong cekin dng gw udah pantes belum lamar loker ini","analisis_skill_gap"
"cara bikin rendang daging yang empuk gimana ya","out_of_context"
"cara daftar pinjol yang aman dan resmi OJK","out_of_context"
"buka lowongan devops engineer ngga min","cari_lowongan"
"bsa tolong review profil aku cocok ngga buat loker data analyst?","analisis_skill_gap"
"dari nol sampe jago frontend developer belajarnya apa aja","tanya_roadmap_karir"
"cara mengatasi jerawat meradang","out_of_context"
"bs tolong review profil aku cocok ga buat loker mobile developer?","analisis_skill_gap"
"Eh, kalau aku udah isi data, itu otomatis masuk ke PDF yang di-generate bookmark loker gak sih","bantuan_fitur_aplikasi"
"apakah CV aku udah pas buat posisi mobile developer?","analisis_skill_gap"
"kalau dari non-IT ke frontend developer urutannya gmn min.","tanya_roadmap_karir"
"berapa persen match score aku buat apply devops engineer?","analisis_skill_gap"
"filter loker devops engineer yang gajinya di atas 10 juta dong.","cari_lowongan"
"cara jawab kelemahan diri pas interview gmn ya?","tanya_tips_rekrutmen"
"kekurangan CV saya untuk loker mobile developer apa aja","analisis_skill_gap"
"mending belajar css dulu atau apa ya biar bisa jadi frontend developer","tanya_roadmap_karir"
"berapa persen match score aku bt apply mobile developer?.","analisis_skill_gap"
"gw lagi nyari loker yang kerjanya pake html nih min","cari_lowongan"
"Bro, upload cv perlu di-upload ke profil gw ga sih? Naruhnya di tab mana?","bantuan_fitur_aplikasi"
"kemarin gw ditolak hrd terus, mending tambahin apa ya di porto gw?.","tanya_tips_rekrutmen"
"step by step belajar data scientist dong","tanya_roadmap_karir"
"kalau dari non-IT ke ui/ux designer urutannya gimana min.","tanya_roadmap_karir"
"min, upload cv itu fungsinya buat apa","bantuan_fitur_aplikasi"
"awal belajar devops engineer tuh harus kuasain html dulu ya.","tanya_roadmap_karir"
"Cara download hasil cv analyzer jadi bentuk PDF gmn min.","bantuan_fitur_aplikasi"
"cara masukin docker ke portofolio biar dilirik rekruter gmn","tanya_tips_rekrutmen"
"info loker machine learning engineer terbaru donk","cari_lowongan"
"kenapa dashboard job market gak muncul?","bantuan_fitur_aplikasi"
"skill machine learning aku udah cukup belum buat lamar ui/ux designer?","analisis_skill_gap"
"cara nego gaji data scientist yang bener gimana","tanya_tips_rekrutmen"
"ada loker mobile developer yang butuh ci/cd ga?","cari_lowongan"
"Gw udah bsa figma, tolong cekin dng gw udah pantes belum lamar loker ini?","analisis_skill_gap"
"kira-kira peluang aku diterima sebagai fullstack developer gede gak?","analisis_skill_gap"
"kayaknya gw ga sanggup deh lamar posisi ui/ux designer, mending belajar dari mana dulu ya","tanya_roadmap_karir"
"harga bitcoin sekarang berapa.","out_of_context"
"min, aku pengen kerjaan yang ngurusin python gitu dng, buka ga?","cari_lowongan"
"tips bikin cv ats friendly dong","tanya_tips_rekrutmen"
"sore kak, makasih ya","salam_sapaan"
"selamat siang, thx","salam_sapaan"
"Ada loker fullstack developer hari ini","cari_lowongan"
"pagi min, thx","salam_sapaan"
"gimana cara nego gaji biar gk kerendahan?","tanya_tips_rekrutmen"
"apa yg harus aku tambahin di cv biar match sama frontend developer?","analisis_skill_gap"
"tips biar lolos screening CV.","tanya_tips_rekrutmen"
"Gw udah bs aws, tolong cekin dong gw udah pantes belum lamar loker ini?","analisis_skill_gap"
"Kemarin saya ditolak hrd terus, mending tambahin apa ya di porto saya?","tanya_tips_rekrutmen"
"apa yang harus aku tambahin di cv biar match sama ui/ux designer?.","analisis_skill_gap"
"cara masukin kubernetes ke portofolio biar dilirik rekruter gimana?","tanya_tips_rekrutmen"
"tunjukin daftar lowongan machine learning engineer dong.","cari_lowongan"
"cara daftar pinjol yang aman dan resmi ojk","out_of_context"
"bisa tolong review profil aku cocok ga buat loker mobile developer?","analisis_skill_gap"
"perusahaan mana aja yang lagi buka lowongan qa engineer?","cari_lowongan"
"tunjukin daftar lowongan ui/ux designer dng","cari_lowongan"
"apakah cv aku udah pas buat posisi frontend developer?.","analisis_skill_gap"
"ada lowongan mobile developer yang full wfh ngga?","cari_lowongan"
"aku punya skill figma, cocok ngga apply devops engineer?","analisis_skill_gap"
"cara masukin html ke portofolio biar dilirik rekruter gmana","tanya_tips_rekrutmen"
"cara menghadapi coding test devops engineer gmn","tanya_tips_rekrutmen"
"kalau dari non-IT ke fullstack developer urutannya gmana min?","tanya_roadmap_karir"
"step by step belajar data analyst dong","tanya_roadmap_karir"
"struktur portofolio yang bagus bt qa engineer kayak gimana?","tanya_tips_rekrutmen"
"roadmap belajar fullstack developer dong min","tanya_roadmap_karir"
"tab profil di profil gue kok ngeblank putih doang ya","bantuan_fitur_aplikasi"
"kenapa kecocokan aku cuma sedikit di loker mobile developer?","analisis_skill_gap"
"bsa minta tolong cek job match score saya?","bantuan_fitur_aplikasi"
"ada posisi kosong buat ui/ux designer yg wajib bisa css gk?","cari_lowongan"
"bocoran pertanyaan interview HRD dong buat frontend developer","tanya_tips_rekrutmen"
"referensi roadmap mobile developer tahun ini.","tanya_roadmap_karir"
"alur belajar mobile developer bt pemula","tanya_roadmap_karir"
"bisa minta tolong cek job match score saya","bantuan_fitur_aplikasi"
"gmn ya cara nego gaji biar ga kerendahan","tanya_tips_rekrutmen"
"berapa persen match score aku bt apply frontend developer","analisis_skill_gap"
"berapa persen match score aku bwt apply frontend developer","analisis_skill_gap"
"min, saya pengen kerjaan ygn ngurusin kubernetes gitu dong, buka ga?","cari_lowongan"
"syarat fullstack developer minta css, aku belum bisa. aman gak?","analisis_skill_gap"
"ada posisi kosong bwt qa engineer ygn wajib bisa ci/cd ngga","cari_lowongan"
"kalo mau fokus ke aws buat jadi machine learning engineer jalurnya gmn ya","tanya_roadmap_karir"
"cara masukin figma ke portofolio biar dilirik rekruter gmn","tanya_tips_rekrutmen"
"kenapa kecocokan aku cuma sedikit di loker fullstack developer?","analisis_skill_gap"
"kalo mau update data di bookmark loker, harus ngulang dari awal atau bsa edit sebagian","bantuan_fitur_aplikasi"
"selamat pagi, makasih","salam_sapaan"
"cara save hasil cv analyzer gimana","bantuan_fitur_aplikasi"
"Kayaknya saya nggak sanggup deh lamar posisi mobile developer, mending belajar dari mana dulu ya","tanya_roadmap_karir"
"buka lowongan ui/ux designer ngga min?","cari_lowongan"
"cariin posisi qa engineer di jakarta","cari_lowongan"
"syarat qa engineer minta ci/cd, aku belum bisa. aman ngga","analisis_skill_gap"
"cara baca ganti password gimana sih?","bantuan_fitur_aplikasi"
"cara ngadepin atasan yang toxic gmn ya ya","out_of_context"
"Bro, job match score perlu di-upload ke profil gw ga sih? Naruhnya di tab mana?","bantuan_fitur_aplikasi"
"roadmap belajar frontend developer dong min","tanya_roadmap_karir"
"min, bookmark loker itu fungsinya buat apa?","bantuan_fitur_aplikasi"
"cara jawab kelemahan diri pas interview gmn?","tanya_tips_rekrutmen"
"tombol buat liat profil dimana sih","bantuan_fitur_aplikasi"
"aku grogi interview, ada tips ga","tanya_tips_rekrutmen"
"tolong analisis skill gap aku untuk loker devops engineer.","analisis_skill_gap"
"Tiap kali gw klik menu bookmark loker kok muter-muter doang ya layarnya?","bantuan_fitur_aplikasi"
"cara install python di windows 11 gimana.","out_of_context"
"berapa persen match score aku bwt apply data scientist","analisis_skill_gap"
"ada posisi kosong buat data analyst yang wajib bisa react gk?","cari_lowongan"
"selamat malam.","salam_sapaan"
"min, gw pengen kerjaan yang ngurusin kubernetes gitu dng, buka ga?","cari_lowongan"
"skill sql aku udah cukup belum buat lamar mobile developer?","analisis_skill_gap"
"eh, kalau gw udah isi data, itu otomatis masuk ke pdf yg di-generate upload cv ga sih?","bantuan_fitur_aplikasi"
"bro, profil perlu di-upload ke profil gw gk sih? naruhnya di tab mana?","bantuan_fitur_aplikasi"
"tips biar lolos screening cv","tanya_tips_rekrutmen"
"kok bookmark loker error ya","bantuan_fitur_aplikasi"
"format CV yg disukai ATS itu gimana sih","tanya_tips_rekrutmen"
"kira-kira peluang aku diterima sebagai data scientist gede ga?","analisis_skill_gap"
"cara save hasil skill gap analysis gimana","bantuan_fitur_aplikasi"
"ada posisi kosong buat backend developer yang wajib bisa machine learning ga","cari_lowongan"
"dari nol sampe jago fullstack developer belajarnya apa aja?","tanya_roadmap_karir"
"HRD tuh suka CV yang kayak gmn ya sih buat frontend developer?","tanya_tips_rekrutmen"
"cara bikin rendang daging yang empuk gmana ya","out_of_context"
"gimana cara manipulasi hasil psikotes online.","out_of_context"
"syarat pengajuan kpr rumah subsidi apa aja?","out_of_context"
"kualifikasi aku udah menuhin syarat machine learning engineer belum","analisis_skill_gap"
"ada posisi kosong bt qa engineer yang wajib bs figma ga","cari_lowongan"
"saya butuh belajar apa lagi biar lolos loker frontend developer","analisis_skill_gap"
"tools apa aja yang wajib dipelajari bt ui/ux designer?","tanya_roadmap_karir"
"gimana caranya belajar mobile developer secara sistematis","tanya_roadmap_karir"
"HRD tuh suka CV yang kayak gimana sih buat ui/ux designer","tanya_tips_rekrutmen"
"syarat pengajuan KPR rumah subsidi apa aja?","out_of_context"
"makasih ya.","salam_sapaan"
"sore kak, thanks","salam_sapaan"
"tolong cariin loker qa engineer donk","cari_lowongan"
"cara lapor spt tahunan pajak penghasilan gimana","out_of_context"
"cara jawab kelemahan diri pas interview gimana","tanya_tips_rekrutmen"
"cara baca cv analyzer gimana sih","bantuan_fitur_aplikasi"
"tolong bikinin desain logo bt perusahaan saya","out_of_context"
"minta script untuk auto clicker dng","out_of_context"
"awal belajar devops engineer tuh harus kuasain react dulu ya?","tanya_roadmap_karir"
"HRD tuh suka CV yang kayak gimana sih buat machine learning engineer","tanya_tips_rekrutmen"
"bikinin makalah tentang kecerdasan buatan","out_of_context"
"kekurangan cv saya untuk loker backend developer apa aja.","analisis_skill_gap"
"saya udah bs machine learning, tolong cekin dong saya udah pantes belum lamar loker ini.","analisis_skill_gap"
"Min, tolong bikinin contoh CV ATS buat daftar kerja dong","out_of_context"
"syarat data scientist minta javascript, aku belum bs. aman nggak","analisis_skill_gap"
"mau nyari kerjaan sebagai data analyst nih.","cari_lowongan"
"cara jawab kelemahan diri pas interview gmn?.","tanya_tips_rekrutmen"
"gmn ya cara manipulasi hasil psikotes online?","out_of_context"
"tools apa aja yang wajib dipelajari bwt devops engineer?.","tanya_roadmap_karir"
"gimana caranya belajar mobile developer secara sistematis?","tanya_roadmap_karir"
"tunjukin daftar lowongan data analyst dong","cari_lowongan"
"dari nol sampe jago qa engineer belajarnya apa aja","tanya_roadmap_karir"
"mau nyari kerjaan sebagai data scientist nih","cari_lowongan"
"apakah hasil dashboard job market akurat","bantuan_fitur_aplikasi"
"ada posisi kosong bt backend developer yang wajib bisa python ga?","cari_lowongan"
"Tiap kali gw klik menu ganti password kok muter-muter doang ya layarnya?","bantuan_fitur_aplikasi"
"minta saran roadmap karir untuk qa engineer.","tanya_roadmap_karir"
"ada loker devops engineer yang butuh kubernetes ga","cari_lowongan"
"gimana cara nego gaji biar ga kerendahan","tanya_tips_rekrutmen"
"Berapa persen match score aku buat apply frontend developer","analisis_skill_gap"
"kira-kira peluang aku diterima sebagai data scientist gede ga","analisis_skill_gap"
"apa yang harus aku tambahin di cv biar match sama devops engineer?.","analisis_skill_gap"
"gw udah bisa ci/cd, tolong cekin dong gw udah pantes belum lamar loker ini?","analisis_skill_gap"
"bikinin sertifikat palsu AWS dng min","out_of_context"
"Kayaknya gw ga sanggup deh lamar posisi data scientist, mending belajar dari mana dulu ya","tanya_roadmap_karir"
"cariin posisi ui/ux designer di jakarta","cari_lowongan"
"apa yang harus aku tambahin di cv biar match sama ui/ux designer?","analisis_skill_gap"
"bro, ganti password perlu di-upload ke profil gw ga sih naruhnya di tab mana","bantuan_fitur_aplikasi"
"cara akses ganti password dimana ya.","bantuan_fitur_aplikasi"
"rekomendasi kado buat atasan cowok dong","out_of_context"
"apa yang harus aku tambahin di cv biar match sama fullstack developer?","analisis_skill_gap"
"cek loker data scientist yang available dong.","cari_lowongan"
"bisa tolong review profil aku cocok gk buat loker backend developer","analisis_skill_gap"
"ada posisi kosong buat ui/ux designer yg wajib bisa ci/cd gak?","cari_lowongan"
"gimana caranya belajar data analyst secara sistematis","tanya_roadmap_karir"
"cara download hasil job match score jadi bentuk pdf gimana min","bantuan_fitur_aplikasi"
"harga bitcoin sekarang berapa?","out_of_context"
"rekomendasi keyboard mekanikal yang enak buat ngetik","out_of_context"
"gimana cara pakai upload cv?","bantuan_fitur_aplikasi"
"aku bingung cara lihat ganti password","bantuan_fitur_aplikasi"
"hai, thanks a lot","salam_sapaan"
"mending belajar git dulu atau apa ya biar bisa jadi fullstack developer","tanya_roadmap_karir"
"aku punya skill css, cocok ga apply data scientist?","analisis_skill_gap"
"gosip tech winter kapan beres ya","out_of_context"
"min, gw pengen kerjaan yang ngurusin react gitu donk, buka ga?","cari_lowongan"
"kenapa skill gap analysis gak muncul","bantuan_fitur_aplikasi"
"cara nego gaji data scientist ygn bener gimana","tanya_tips_rekrutmen"
"saya butuh belajar apa lagi biar lolos loker ui/ux designer","analisis_skill_gap"
"syarat devops engineer minta node.js, aku belum bsa. aman ga?","analisis_skill_gap"
"tolong buatin desain figma buat aplikasi kasir dng.","out_of_context"
"cara pake tombol upload cv ini gimana","bantuan_fitur_aplikasi"
"apakah cv aku udah pas buat posisi data analyst?","analisis_skill_gap"
"cara ngadepin atasan yang toxic gimana ya.","out_of_context"
"perusahaan mana aja yang lagi buka lowongan backend developer.","cari_lowongan"
"filter loker machine learning engineer yang gajinya di atas 10 juta donk","cari_lowongan"
"gw lagi nyari loker ygn kerjanya pake docker nih min","cari_lowongan"
"makasih banyak ya.","salam_sapaan"
"apakah portofolio node.js wajib dilampirkan pas daftar backend developer?.","tanya_tips_rekrutmen"
"fitur skill gap analysis kok tiba-tiba ilang dari layar gw","bantuan_fitur_aplikasi"
"Tab upload cv di profil gua kok ngeblank putih doang ya","bantuan_fitur_aplikasi"
"malam, thanks a lot","salam_sapaan"
"aku lagi galau","out_of_context"
"aku grogi interview, ada tips gak.","tanya_tips_rekrutmen"
"Tiap kali gue klik menu job match score kok muter-muter doang ya layarnya?","bantuan_fitur_aplikasi"
"format CV yang disukai ATS itu gmana sih?","tanya_tips_rekrutmen"
"kemarin gua ditolak hrd terus, mending tambahin apa ya di porto gua","tanya_tips_rekrutmen"
"aku bingung cara lihat profil","bantuan_fitur_aplikasi"
"Bikinin gue resume bahasa inggris dong mincara pdkt sama rekan kerja gimana ya?","out_of_context"
"iya","salam_sapaan"
"bisa tolong review profil aku cocok ga bwt loker backend developer","analisis_skill_gap"
"gw udah bisa python, tolong cekin dong gw udah pantes belum lamar loker ini","analisis_skill_gap"
"apa yang harus aku tambahin di cv biar match sama machine learning engineer","analisis_skill_gap"
"min, gua pengen kerjaan yang ngurusin javascript gitu donk, buka ga","cari_lowongan"
"mending belajar node.js dulu atau apa ya biar bisa jadi devops engineer?","tanya_roadmap_karir"
"kenapa skill gap analysis nggak muncul","bantuan_fitur_aplikasi"
"syarat pengajuan KPR rumah subsidi apa aja.","out_of_context"
"cara menghadapi coding test frontend developer gmn ya?","tanya_tips_rekrutmen"
"gmana cara nego gaji biar ga kerendahan","tanya_tips_rekrutmen"
"filter loker data analyst yang gajinya di atas 10 juta dong","cari_lowongan"
"mending belajar react dulu atau apa ya biar bisa jadi data scientist","tanya_roadmap_karir"
"cara save hasil ganti password gmana","bantuan_fitur_aplikasi"
"fitur profil kok tiba-tiba ilang dari layar gw?","bantuan_fitur_aplikasi"
"cara akses bookmark loker dimana ya","bantuan_fitur_aplikasi"
"skill kubernetes aku udah cukup belum bt lamar data analyst?","analisis_skill_gap"
"mau nyari kerjaan sebagai backend developer nih","cari_lowongan"
"cara nego gaji machine learning engineer yang bener gimana?","tanya_tips_rekrutmen"
"bocoran pertanyaan interview hrd dong bwt machine learning engineer","tanya_tips_rekrutmen"
"tools apa aja yang wajib dipelajari buat machine learning engineer?","tanya_roadmap_karir"
"bikinin caption linkedin bt pamer sertifikat donk","out_of_context"
"kayaknya gw ga sanggup deh lamar posisi devops engineer, mending belajar dari mana dulu ya?","tanya_roadmap_karir"
"cara menghadapi coding test frontend developer gmn.","tanya_tips_rekrutmen"
"bocoran pertanyaan interview HRD dong buat qa engineer","tanya_tips_rekrutmen"
"bikinin aku resume bahasa inggris dong mincara pdkt sama rekan kerja gimana ya?","out_of_context"
"cara baca profil gimana sih?","bantuan_fitur_aplikasi"
"Tiap kali gw klik menu upload cv kok muter-muter doang ya layarnya?.","bantuan_fitur_aplikasi"
"kenapa kodingan react gw ngebug ya pas di-run","out_of_context"
"ada posisi kosong buat data scientist yang wajib bisa sql ga","cari_lowongan"
"bsa tolong review profil aku cocok ga buat loker data scientist","analisis_skill_gap"
"minta tolong cara job match score dng","bantuan_fitur_aplikasi"
"kenapa upload cv ngga muncul","bantuan_fitur_aplikasi"
"kekurangan cv saya untuk loker frontend developer apa aja","analisis_skill_gap"
"apakah portofolio python wajib dilampirkan pas daftar data scientist","tanya_tips_rekrutmen"
"ada loker qa engineer yang butuh python ga?.","cari_lowongan"
"bikinin caption linkedin bt pamer sertifikat dng.","out_of_context"
"ada loker data scientist ygn butuh ci/cd ga","cari_lowongan"
"tolong benerin error css di website saya dong.","out_of_context"
"tunjukin daftar lowongan fullstack developer dong","cari_lowongan"
"skill aku kurang apa ya buat jadi frontend developer?.","analisis_skill_gap"
"ada lowongan ui/ux designer yang full wfh ngga?","cari_lowongan"
"mending rakit pc atau beli laptop gaming","out_of_context"
"tab notifikasi di profil gw kok ngeblank putih doang ya","bantuan_fitur_aplikasi"
"Bro, bookmark loker perlu di-upload ke profil gw ga sih Naruhnya di tab mana","bantuan_fitur_aplikasi"
"ada posisi kosong buat machine learning engineer yg wajib bisa javascript ga","cari_lowongan"
"mending belajar docker dulu atau apa ya biar bisa jadi data scientist","tanya_roadmap_karir"
"Cekin profil gw dng, udah cocok belum lamar frontend developer di startup","analisis_skill_gap"
"rekomendasi keyboard mekanikal yg enak buat ngetik.","out_of_context"
"tombol buat liat cv analyzer dimana sih.","bantuan_fitur_aplikasi"
"minta tolong cara dashboard job market dong.","bantuan_fitur_aplikasi"
"min, gw pengen kerjaan yang ngurusin react gitu donk, buka ga","cari_lowongan"
"cara meningkatkan job match score gimana","bantuan_fitur_aplikasi"
"hari ini cuacanya gimana","out_of_context"
"gimana caranya belajar machine learning engineer secara sistematis?","tanya_roadmap_karir"
"selamat malam, terima kasih","salam_sapaan"
"makasih ya","salam_sapaan"
"ada lowongan machine learning engineer yang full wfh ngga?","cari_lowongan"
"minta tolong cara upload cv dong","bantuan_fitur_aplikasi"
"tolong kasih review palsu bintang 5 di profil linkedin gw dong.","out_of_context"
"Bro, bookmark loker perlu di-upload ke profil aku gk sih Naruhnya di tab mana","bantuan_fitur_aplikasi"
"fitur bt nyimpen loker ini sebelah mana sih kok tiba-tiba ilang","bantuan_fitur_aplikasi"
"halo.","salam_sapaan"
"alur belajar machine learning engineer bwt pemula","tanya_roadmap_karir"
"bs tolong buatin study plan bwt ui/ux designer?.","tanya_roadmap_karir"
"suka duka kerja di IT apa aja min.","out_of_context"
"info loker devops engineer terbaru dong","cari_lowongan"
"cara save hasil job match score gmana?","bantuan_fitur_aplikasi"
"struktur portofolio yang bagus buat data analyst kayak gimana?","tanya_tips_rekrutmen"
"kalo mau update data di upload cv, harus ngulang dari awal atau bisa edit sebagian","bantuan_fitur_aplikasi"
"apakah portofolio react wajib dilampirkan pas daftar qa engineer?","tanya_tips_rekrutmen"
"saya udah bs docker, tolong cekin dong saya udah pantes belum lamar loker ini","analisis_skill_gap"
"tiap kali gw klik menu dashboard job market kok muter-muter doang ya layarnya?","bantuan_fitur_aplikasi"
"minta saran roadmap karir untuk backend developer","tanya_roadmap_karir"
"alur belajar ui/ux designer buat pemula","tanya_roadmap_karir"
"bocoran pertanyaan interview HRD dong buat devops engineer","tanya_tips_rekrutmen"
"gmn caranya belajar fullstack developer secara sistematis","tanya_roadmap_karir"
"apakah cv aku udah pas bwt posisi mobile developer","analisis_skill_gap"
"syarat pengajuan kpr rumah subsidi apa aja.","out_of_context"
"cara menghadapi coding test backend developer gimana.","tanya_tips_rekrutmen"
"ada lowongan devops engineer yang full wfh ngga?","cari_lowongan"
"mending belajar docker dulu atau apa ya biar bisa jadi qa engineer?","tanya_roadmap_karir"
"kalau dari non-it ke data scientist urutannya gimana min?.","tanya_roadmap_karir"
"tolong benerin error css di website saya dong","out_of_context"
"referensi roadmap frontend developer tahun ini","tanya_roadmap_karir"
"alur belajar qa engineer buat pemula","tanya_roadmap_karir"
"syarat qa engineer minta html, aku belum bs. aman ga?","analisis_skill_gap"
"bisa minta tolong cek skill gap analysis saya","bantuan_fitur_aplikasi"
"cara menghadapi coding test devops engineer gimana","tanya_tips_rekrutmen"
"filter loker backend developer yang gajinya di atas 10 juta dong","cari_lowongan"
"dari nol sampe jago ui/ux designer belajarnya apa aja","tanya_roadmap_karir"
"ada loker backend developer hari ini?.","cari_lowongan"
"cara baca job match score gimana sih?","bantuan_fitur_aplikasi"
"kalo mau fokus ke figma buat jadi qa engineer jalurnya gmana","tanya_roadmap_karir"
"kekurangan cv saya untuk loker mobile developer apa aja.","analisis_skill_gap"
"bocoran pertanyaan interview hrd dong buat machine learning engineer","tanya_tips_rekrutmen"
"format cv ygn disukai ats itu gimana sih?","tanya_tips_rekrutmen"
"cara nego gaji ui/ux designer yang bener gimana?","tanya_tips_rekrutmen"
"bikinin sertifikat palsu aws dong min","out_of_context"
"Ada loker data scientist hari ini.","cari_lowongan"
"tolong cariin loker ui/ux designer donk","cari_lowongan"
"kalau temen kantor cepu mending digimanain?","out_of_context"
"Kemarin gua ditolak hrd terus, mending tambahin apa ya di porto gua","tanya_tips_rekrutmen"
"menurut lo, startup atau bumn yang lebih enak?","out_of_context"
"skill python aku udah cukup belum buat lamar data scientist","analisis_skill_gap"
"bikinin surat lamaran kerja bahasa inggris donk","out_of_context"
"aku punya skill css, cocok ga apply qa engineer?.","analisis_skill_gap"
"kekurangan cv saya untuk loker data scientist apa aja","analisis_skill_gap"
"Benerin porto gw dong biar rapi, gw pusing ngetiknya.","out_of_context"
"tq.","salam_sapaan"
"Cara nego gaji mobile developer yg bener gmn ya?","tanya_tips_rekrutmen"
"syarat fullstack developer minta sql, aku belum bsa. aman gak","analisis_skill_gap"
"perusahaan mana aja yang lagi buka lowongan frontend developer?","cari_lowongan"
"thanks.","salam_sapaan"
"tolong cariin loker data analyst donk","cari_lowongan"
"cara baca job match score gmn ya sih?","bantuan_fitur_aplikasi"
"berapa persen match score aku buat apply data analyst?","analisis_skill_gap"
"kalau dari non-IT ke machine learning engineer urutannya gmn ya min?","tanya_roadmap_karir"
"cara download hasil notifikasi jadi bentuk pdf gimana min?","bantuan_fitur_aplikasi"
"hai, thx","salam_sapaan"
"bisa tolong buatin study plan bt fullstack developer.","tanya_roadmap_karir"
"aku grogi interview, ada tips gk","tanya_tips_rekrutmen"
"cara menghadapi coding test devops engineer gimana?","tanya_tips_rekrutmen"
"Benerin porto gw dng biar rapi, gw pusing ngetiknya.","out_of_context"
"kekurangan cv saya untuk loker backend developer apa aja?","analisis_skill_gap"
"cariin posisi devops engineer di jakarta","cari_lowongan"
"struktur portofolio ygn bagus buat ui/ux designer kayak gimana?","tanya_tips_rekrutmen"
"cara pake tombol dashboard job market ini gmn?","bantuan_fitur_aplikasi"
"min, cv analyzer itu fungsinya bt apa","bantuan_fitur_aplikasi"
"cara config docker compose bwt database mysql gmn.","out_of_context"
"Halo, terima kasih","salam_sapaan"
"cara bikin rendang daging yang empuk gmana ya?","out_of_context"
"skill aws aku udah cukup belum buat lamar fullstack developer","analisis_skill_gap"
"tunjukin daftar lowongan data scientist dng","cari_lowongan"
"saya butuh belajar apa lagi biar lolos loker frontend developer?.","analisis_skill_gap"
"cara ngadepin atasan yang toxic gimana ya?","out_of_context"
"kayaknya saya nggak sanggup deh lamar posisi qa engineer, mending belajar dari mana dulu ya?.","tanya_roadmap_karir"
"cekin profil gw dong, udah cocok belum lamar qa engineer di startup?","analisis_skill_gap"
"gmana caranya belajar data scientist secara sistematis","tanya_roadmap_karir"
"Menurut lo, startup atau BUMN ygn lebih enak?","out_of_context"
"gw lagi nyari loker ygn kerjanya pake css nih min","cari_lowongan"
"kira-kira peluang aku diterima sebagai frontend developer gede ga?","analisis_skill_gap"
"tulisin query sql buat join 3 tabel dong","out_of_context"
"Eh, kalau gw udah isi data, itu otomatis masuk ke PDF yang di-generate cv analyzer ga sih?","bantuan_fitur_aplikasi"
"apakah portofolio figma wajib dilampirkan pas daftar data analyst","tanya_tips_rekrutmen"
"ada loker devops engineer yang butuh docker gak","cari_lowongan"
"info loker data analyst terbaru donk.","cari_lowongan"
"struktur portofolio yang bagus buat data analyst kayak gimana?.","tanya_tips_rekrutmen"
"Kayaknya gw ga sanggup deh lamar posisi fullstack developer, mending belajar dari mana dulu ya","tanya_roadmap_karir"
"bro, skill gap analysis perlu di-upload ke profil gw ga sih? naruhnya di tab mana?","bantuan_fitur_aplikasi"
"alur belajar mobile developer buat pemula","tanya_roadmap_karir"
"aku punya skill css, cocok ga apply data scientist.","analisis_skill_gap"
"hrd tuh suka cv yang kayak gimana sih buat frontend developer.","tanya_tips_rekrutmen"
"kalo mau update data di job match score, harus ngulang dari awal atau bsa edit sebagian","bantuan_fitur_aplikasi"
"tolong analisis skill gap aku untuk loker fullstack developer.","analisis_skill_gap"
"cek loker ui/ux designer yang available dong","cari_lowongan"
"syarat data scientist minta kubernetes, aku belum bisa. aman ga?","analisis_skill_gap"
"awal belajar data analyst tuh harus kuasain docker dulu ya?","tanya_roadmap_karir"
"info loker ui/ux designer terbaru dong.","cari_lowongan"
"cara baca ganti password gmn ya sih.","bantuan_fitur_aplikasi"
"apa arti skor di skill gap analysis?","bantuan_fitur_aplikasi"
"bro, cv analyzer perlu di-upload ke profil gw ga sih? naruhnya di tab mana?","bantuan_fitur_aplikasi"
